"Title","Genre","Year","Rating","Duration","Director","Status","Language","Description"
"X-Men: The Last Stand","Action","2006","6.7","104","Brett Ratner","Watched","","When a cure is found to treat mutations, lines are drawn amongst the X-Men, led by Professor Charles Xavier, and the Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto."
"The Escort","Comedy","2016","6.0","88","Will Slocombe","Watchlist","","Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute."
"The Whole Truth","Drama","2016","6.1","93","Courtney Hunt","Watchlist","","A defense attorney works to get his teenage client acquitted of murdering his wealthy father."
"Night at the Museum: Secret of the Tomb","Comedy","2014","6.2","98","Shawn Levy","Watchlist","","Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever."
"Love & Other Drugs","Comedy","2010","6.7","112","Edward Zwick","Watched","","A young woman suffering from Parkinson's befriends a drug rep working for Pfizer in 1990s Pittsburgh."
"The Interview","Comedy","2014","6.6","112","Evan Goldberg","Watched","","Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show 'Skylark Tonight'. When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission."
"The Host","Comedy","2006","7.0","120","Bong Joon Ho","Watched","","A monster emerges from Seoul's Han River and focuses its attention on attacking people. One victim's loving family does what it can to rescue her from its clutches."
"Megan Is Missing","Drama","2011","4.9","85","Michael Goi","Watchlist","","Two teenage girls encounter an Internet child predator."
"WALL·E","Animation","2008","8.4","98","Andrew Stanton","Watchlist","","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind."
"Knocked Up","Comedy","2007","7.0","129","Judd Apatow","Watchlist","","For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child."
"Source Code","Sci-Fi","2011","7.5","93","Duncan Jones","Watched","","A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete."
"Lawless","Drama","2012","7.3","116","John Hillcoat","Watched","","Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits."
"Unfriended","Drama","2014","5.6","83","Levan Gabriadze","Watchlist","","A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend."
"American Reunion","Comedy","2012","6.7","113","Jon Hurwitz","Watchlist","","Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion."
"The Pursuit of Happyness","Drama","2006","8.0","117","Gabriele Muccino","Watched","","A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career."
"Relatos salvajes","Comedy","2014","8.1","122","Damián Szifron","Watched","","Six short stories that explore the extremities of human behavior involving people in distress."
"The Ridiculous 6","Comedy","2015","4.8","119","Frank Coraci","Watchlist","","An outlaw who was raised by Native Americans discovers that he has five half-brothers; together the men go on a mission to find their wayward, deadbeat dad."
"Frantz","Drama","2016","7.5","113","François Ozon","Watched","","In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious Frenchman who visits the fiancé's grave to lay flowers."
"Viral","Drama","2016","5.5","85","Henry Joost","Watched","","Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister."
"Gran Torino","Drama","2008","8.2","116","Clint Eastwood","Watchlist","","Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino."
"Burnt","Comedy","2015","6.6","101","John Wells","Watched","","Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars."
"Tall Men","Horror","2016","3.2","133","Jonathan Holbrook","Watched","","A challenged man is stalked by tall phantoms in business suits after he purchases a car with a mysterious black credit card."
"Sleeping Beauty","Drama","2011","5.3","101","Julia Leigh","Watchlist","","A haunting portrait of Lucy, a young university student drawn into a mysterious hidden world of unspoken desires."
"Vampire Academy","Action","2014","5.6","104","Mark Waters","Watched","","Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi."
"Sweeney Todd: The Demon Barber of Fleet Street","Drama","2007","7.4","116","Tim Burton","Watched","","The infamous story of Benjamin Barker, a.k.a. Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical."
"Solace","Drama","2015","6.4","101","Afonso Poyart","Watched","","A psychic works with the FBI in order to hunt down a serial killer."
"Insidious","Horror","2010","6.8","103","James Wan","Watchlist","","A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further."
"Popstar: Never Stop Never Stopping","Comedy","2016","6.7","87","Akiva Schaffer","Watched","","When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status."
"The Levelling","Drama","2016","6.4","83","Hope Dickson Leach","Watched","","Somerset, October 2014. When Clover Catto (Ellie Kendrick) receives a call telling her that her younger brother Harry (Joe Blakemore) is dead, she must return to her family farm and face ... See full summary »"
"Public Enemies","Drama","2009","7.0","140","Michael Mann","Currently Watching","","The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s."
"Boyhood","Drama","2014","7.9","165","Richard Linklater","Watched","","The life of Mason, from early childhood to his arrival at college."
"Teenage Mutant Ninja Turtles","Action","2014","5.9","101","Jonathan Liebesman","Watched","","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home."
"Eastern Promises","Drama","2007","7.7","100","David Cronenberg","Watchlist","","A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family."
"The Daughter","Drama","2015","6.7","96","Simon Stone","Watched","","The story follows a man who returns home to discover a long-buried family secret, and whose attempts to put things right threaten the lives of those he left home years before."
"Pineapple Express","Action","2008","7.0","111","David Gordon Green","Watchlist","","A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him."
"The First Time","Comedy","2012","6.9","95","Jon Kasdan","Watchlist","","A shy senior and a down-to-earth junior fall in love over one weekend."
